Nom du lieu,Adresse,Code postal,Ville,Latitude,Longitude,Type de parking,Source,Places,PMR,Transport public,Prix,Ouverture,Commentaire,Proprietaire,Lumière,Velo
Aire de covoiturage de Tombeboeuf,"En Face Du Coiffeur, Sur Le Parking Avec L'Aire De Camping-Car.",,Tombeboeuf,44.504994,0.451779,Aire_covoiturage,47 CD47 Lot-et-Garonne,,,,,,,,,
Aire de covoiturage de Tournon-d'Agenais,Au Rond-Point Principal Au Bas De La Bastide.,47370,Tournon-d'Agenais,44.401003,0.997116,Aire_covoiturage,47 CD47 Lot-et-Garonne,,,,,,,,,
Aire de covoiturage de Villeneuve-sur-Lot,Sur Le Parking Du Magasin Conforama.,47300,Villeneuve-sur-Lot,44.411484,0.737757,Aire_covoiturage,47 CD47 Lot-et-Garonne,,,,,,,,,
Aire de covoiturage de Virazeil,À Gauche En Entrant  Dans Virazeil En Venant De Marmande.,47200,Virazeil,44.500626,0.250872,Aire_covoiturage,47 CD47 Lot-et-Garonne,,,,,,,,,
Aire de covoiturage D'Antrenas,D900-A75 SORTIE 38,48100,Antrenas,44.5823381,3.2510495,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage de Balsièges,N106 A 200M VERS BALSIEGES,48000,Balsieges,44.4795746,3.4543763,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage du Choizal,Croisement D986-D31 CHOIZAL,48000,Balsieges,44.4595512,3.452795,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage de Banassac,GIR A75-D809 BANASSAC,48500,Banassac,44.4390869,3.1972274,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage de L'Habitarelle,N88 L_HABITARELLE,48170,Chateauneuf-De-Randon,44.6332401,3.6760067,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage de Formarés,TROIS RIVIERES GIR N106-D998,48400,Florac,44.335399,3.5858764,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage de L'Arrestadou,D985-D5,48600,Grandrieu,44.7853366,3.6292882,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage du Buisson,GIR A75 SORTIE 37 - VC BUISSON,48100,Le Buisson,44.6340118,3.2394657,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage du Bleymard,D901 DANS LE BLEYMARD AU DESSUS DU STADE,48190,Le-Bleymard,44.490565,3.7378247,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage de Romardiès,GIR N88-D888 ROMARDIES,48230,Les Salelles,44.4972567,3.2627209,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage du Pont des demoiselles,Croisement D998-D35,48220,Pont-De-Montvert-Sud-Mont-Lozere,44.3670905,3.7350492,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage de La Vignolette,A75 SORTIE ECHANGEUR 34 D806 LA VIGNOLETTE,48200,Rimeize,44.7844691,3.2919761,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage de Rouffiac,Croisement N106-D41,48000,Saint-Bauzile,44.4778634,3.4963328,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage de Téléranha,Croisement D24-D40,48110,Sainte-Croix-Vallee-Francaise,44.1803137,3.7407634,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage de St Etienne Vallée Française,DANS SAINT-ETIENNE-VF FACE SALLE DES FETES,48330,Saint-Etienne-Vallee-Francaise,44.1649487,3.8418385,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage de St Privat de Vallongue,Croisement N106-D29,48240,Saint-Privat-De-Vallongue,44.2767444,3.835128,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage de Villefort,Croisement D901-D51,48800,Villefort,44.4435576,3.9333345,Aire_covoiturage,48 CD48 Lozère,,,,,,,,,
Aire de covoiturage du Fléchet,giratoire échangeur D768/D775 (accès vers La Croix Cadeau) ,49240,Avrillé,47.514311,-0.617034,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage du Super U Baugé,Places réservées sur le parking du Super U,49150,Baugé-En-Anjou (Baugé),47.545875,-0.110494,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de L'Hoirie,"giratoire échangeur D102E/D523, face à Jardiland",49070,Beaucouzé,47.468802,-0.620014,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage des Marillères,giratoire gendarmerie de Beaufort-en-Vallée,49250,Beaufort-En-Anjou (Beaufort-En-Vallée),47.443393,-0.241484,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage des Landes Fleuries,giratoire D91/D752 (Andrezé),49600,Beaupréau-En-Mauges (Andrezé),47.153879,-0.966624,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de L'Europe,"giratoire D963/D104, face au Super U",49370,Bécon-Les-Granits,47.502581,-0.790797,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Chaussée,Croisement D85/D10,49650,Brain-Sur-Allonnes,47.285643,0.059671,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Loire,"Ile de Chalonnes, en entrée d'agglomération",49290,Chalonnes-Sur-Loire,47.355686,-0.760742,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de Dénia,Giratoire échangeur D160/N249 (Cholet Ouest),49300,Cholet,47.035609,-0.905585,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage des Fresnaies,giratoire Ouest déviation de Coron,49690,Coron,47.124959,-0.662433,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Saulaie,giratoire D960/D761 déviation de Doué (vers Montreuil-Bellay),49700,Doué-En-Anjou (Doué-La-Fontaine),47.182967,-0.248529,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage du Porage,giratoire D52/D859,49330,Etriché,47.682563,-0.43759,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Croix de Beauvais,giratoire D74/768,49460,Feneu,47.612159,-0.58458,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Salle,"giratoire D768/D859, au droit des établissements Romet (Cherré) ",49330,Hauts-D'Anjou (Les) (Cherré),47.701221,-0.541374,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de durval,giratoire Ouest déviation Le Lion (D101/D775/D770),49220,Lion-D'Angers (Le),47.621822,-0.726109,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Grange,giratoire Sud déviation Le Lion,49220,Lion-D'Angers (Le),47.612996,-0.710153,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Roche Aux Fées,giratoire Nord déviation Le Lion (D775/N162),49220,Lion-D'Angers (Le),47.636605,-0.723422,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Perrière - Lavage U,Parking derrière station de lavage Super U de Brain-s/-l'Authion,49800,Loire-Authion (Brain-Sur-L'Authion),47.463012,-0.407867,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage des Biarèges,giratoire D347 / route de Sarrigné (Les Rimoux) (Corné),49630,Loire-Authion (Corné),47.47579,-0.356083,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de Belle-Poule,giratoire carré D952 / rue Ligérienne (vers centre-bourg de La Daguenière),49800,Loire-Authion (La Daguenière),47.420305,-0.449198,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de Grézillon,giratoire D347/ VC avenue du Moulin,49160,Longué-Jumelles,47.381788,-0.107857,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage du Tertre,giratoire nord déviation de La Membrolle,49220,Membrolle-S/-Longuenée (La),47.566618,-0.678134,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de Montreuil-Bellay,bvd Pasteur (Croisement TàG D347/D175 en sortie de Montreuil-Bellay),49260,Montreuil-Bellay,47.14273,-0.15371,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage du Landreau,giratoire D123/D160,49610,Mozé-S/-Louet,47.3666808,-0.56435,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Pidaie,giratoire D775/D771 (Pouancé),49420,Ombrée-D'Anjou (Pouancé),47.746999,-1.157561,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de L'Espérance,échangeur D219/D775 (déviation ouest de Noyant-la-Gravoyère),49520,Segré-En-Anjou Bleu (Noyant-La-Gravoyère),47.70758,-0.972432,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Promenade,giratoire Nord déviation Segré (D775/D923),49500,Segré-En-Anjou Bleu (Segré),47.697888,-0.869316,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de L'Europe,giratoire Est déviation Segré (D775/D923) - rue David d'Angers,49500,Segré-En-Anjou Bleu (Segré),47.685022,-0.857777,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage Actipôle,giratoire sud échangeur N249/D158/D91 (St André-de-la-Marche),49450,Sèvremoine (St André-De-La-Marche),47.092526,-1.008012,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage du Petit Lapin,Giratoire nord échangeur D762/N249 (St Germain s/ Moine),49230,Sèvremoine (St Germain-S/-Moine),47.122036,-1.095741,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Salle de Sport de Tillières,"giratoire D223 / rue de la Coudraie, au droit de la Salle des Fêtes et du stade communal",49230,Sèvremoine (Tillières),47.141193,-1.16527,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Colonne,Giratoire de La Colonne D753/D949 (Torfou),49660,Sèvremoine (Torfou),47.031741,-1.092211,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Haie,giratoire D15/A11,49170,St Germain-Des-Prés,47.430339,-0.819342,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage des Landes,giratoire D963/D105,49070,St Lambert-La-Potherie,47.472882,-0.696267,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Poissardière,Giratoire Nord déviation St Léger-sous-Cholet,49280,St Léger-Ss-Cholet,47.104719,-0.918601,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Mécrenière,"Echangeur de Haute-Perche (D751/A87/D748), giratoire Ouest",49610,St Melaine-S/-Aubance,47.400319,-0.514255,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage Multimodale de Haute-Perche,"Echangeur de Haute-Perche (D751/A87/D748), giratoire Est",49610,St Melaine-S/-Aubance,47.399784,-0.51213,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire de covoiturage de La Ronde,giratoire D347/D767 (sortie péage A85),49680,Vivy,47.304939,-0.035307,Aire_covoiturage,49 CD49 Maine-et-loire,,,,,,,,,
Aire d'Acqueville - Carrefour des pelles,1 route des pelles,50440,Acqueville,49.604445,-1.736398,Parking,50 CD50 Manche,,,,,,,,,
Aire d'Acqueville -la Croix aux rois,Route de la Hague,50440,Acqueville,49.621569,-1.749961,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Benoitville - la Croix Georges,Giratoire RD 37 et RD 650,50340,Benoitville,49.536064,-1.775375,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Carquebut - les Forges,RD 974,50480,Blosville,49.379657,-1.295671,Parking,50 CD50 Manche,,,,,,,,,
Aire de Bréhal - la Lande,La Lande RD370,50290,Bréhal,48.901179,-1.498382,Parking,50 CD50 Manche,,,,,,,,,
Aire de Bretteville en Saire - La plage,Croisement RD 320 et RD 116,50110,Bretteville en Saire,49.656911,-1.520058,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Brix - Le beau Parlé,8 routes des breuils,50700,Brix,49.56347,-1.590853,Parking,50 CD50 Manche,,,,,,,,,
Aire de Carentan - Blactot,Sortie ZI de Carentan sur RN 174,50500,Carentan,49.321363,-1.241577,Parking,50 CD50 Manche,,,,,,,,,
Aire de Condé-sur-Vire - le Sault,Giratoire échangeur sortie 1 N 174,50890,Conde sur Vire,49.04813,-1.002821,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Cambernon - les Neslières,La Hastonnière 50200 Courcy,50200,Courcy,49.066365,-1.390581,Parking,50 CD50 Manche,,,,,,,,,
Aire de Coutances - la Paletière,Le haut de Délasse,50200,Coutances,49.054155,-1.46632,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Couville - Le Pont,A proximité du pont sncf sur RD 56,50690,Couville,49.557955,-1.672739,Parking,50 CD50 Manche,,,,,,,,,
Aire de Fleury - la Maison neuve,Giratoire RD 924 / RD 33,50800,Fleury,48.841653,-1.250531,Parking,50 CD50 Manche,,,,,,,,,
Aire de Gonneville - Le Hamel ès Ronches,Route du Hamel es Ronches,50330,Gonneville,49.645399,-1.463256,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Guilberville - Le Saussey,RD 974,50160,Guilberville,48.987583,-0.949959,Parking,50 CD50 Manche,,,,,,,,,
Aire d'Hébécrevon - Les Bruyères,2 chemin des bruyères,50180,Hébécrevon,49.133289,-1.175194,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire d'Isigny-le-Buat - le Carrefour des Biards,Croisement des Biards RD 85,50540,Isigny le Buat,48.596191,-1.179651,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de la Colombe - l'Hôtel Massu,42 La Hervière,50800,La Colombe,48.860445,-1.207072,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Le Mesnil Vigot - La rivière de Haut,Rue de la borderie,50570,Le Mesnil Vigot,49.161012,-1.282137,Parking,50 CD50 Manche,,,,,,,,,
Aire des Pieux - la Fosse,allée de la Fosse,50340,Les Pieux,49.506624,-1.804738,Parking,50 CD50 Manche,,,,,,,,,
Aire de Lessay - Champ de Foire (Intérêt local),Parking du champ de foire,50430,Lessay,49.212135,-1.526966,Parking,50 CD50 Manche,,,,,,,,,
Parking D105 Marcey - la Moinerie,Giratoire RD 973 / RD 105,50300,Marcey les grèves,48.708281,-1.393623,Parking,50 CD50 Manche,,,,,,,,,
Aire de Marchesieux - La Porte du Boscq,Croisement RD 900 / RD 57,50190,Marchesieux,49.168574,-1.318012,Parking,50 CD50 Manche,,,,,,,,,
Parking D29 Marigny - Le Poteau,Giratoire RD 972 / RD 29,50570,Marigny,49.08952,-1.24917,Parking,50 CD50 Manche,,,,,,,,,
Aire de Martigny - le Clos du feu,Croisement RD 999 / RD 47,50600,Martigny,48.611247,-1.119981,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Martinvast - Le Pont,ZA Le Pont,50690,Martinvast,49.603931,-1.662814,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Montchaton - le Pont de la Roque,2 rue du Mesnil,50660,Monchaton,49.018158,-1.506561,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Nouainville - Hameau Hérouet,Croisement RD 409 et RD 64,50690,Nouainville,49.618998,-1.670464,Parking,50 CD50 Manche,,,,,,,,,
Aire d'Orval - Le Cardron,Giratoire RD 437 / RD 971,50660,Orval,49.023583,-1.45286,Parking,50 CD50 Manche,,,,,,,,,
Aire de Parigny - le Pointon,route de Milly,50600,Parigny,48.602651,-1.054709,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Pierreville - les Bauvais,Le long de RD 650,50340,Pierreville,49.471354,-1.787512,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Poilley - Lentille,Lentille,50220,Poilley,48.625126,-1.33661,Parking,50 CD50 Manche,,,,,,,,,
Pontorson - Caugé,A proximité du Croisement RD 975 / RD 30,50170,Pontorson,48.55431,-1.49984,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Parkind D911 Ponts sous Avranches - Le Domaine,Echangeur sortie 36 A84,50300,Ponts ,48.710567,-1.330606,Parking,50 CD50 Manche,,,,,,,,,
Aire de Portbail/Le Mesnil - la Picauderie,La Picauderie,50580,Portbail,49.3618,-1.695681,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Précey - la Buvette,Giratoire RD45 / RD 976,50220,Précey,48.617363,-1.358544,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Saint-Come du Mont - le Mont,RD 913,50500,Saint Come du Mont,49.333654,-1.264369,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Saint Georges d'Elle - La Taille,Croisement RD 195 / RD 972,50680,Saint Georges d'elle,49.135479,-0.97582,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de Saint Gilles - Salle de fêtes,A proximité de la salle des fêtes,50180,Saint Gilles,49.105675,-1.174247,Parking,50 CD50 Manche,,,,,,,,,
Aire de Saint-James - la Blanchetière,Giratoire échangeur sortie 32 A84,50240,Saint James,48.530691,-1.345699,Parking,50 CD50 Manche,,,,,,,,,
Aire de Saint-Lô d'Ourville - le Bouillon,Giratoire à l'intersection de D650 et D15,50580,Saint Lô d'Ourville,49.334099,-1.679959,Parking,50 CD50 Manche,,,,,,,,,
Aire de Saint-Lô - la Maison du Département,Route de Candol,50000,Saint-Lô,49.100479,-1.116486,Parking,50 CD50 Manche,,,,,,,,,
Aire de Sartilly - La Huchepie,Giratoire RD 973 / RD 61,50530,Sartilly,48.76027,-1.467362,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Arie de Valognes - Place Félix Buhot,A proximité de carrefour market,50700,Valognes,49.510809,-1.477454,Parking,50 CD50 Manche,,,,,,,,,
Aire de Videcosville - Piedchou,Croisement RD 902 et RD 25,50630,Videcosville,49.57405,-1.368564,Aire_covoiturage,50 CD50 Manche,,,,,,,,,
Aire de covoiturage de Fère-Champenoise,Boulevard des Lilas,51230,Fère-Champenoise,48.754952,3.987370,Aire_covoiturage,51 CCFère-Champenoise,,,,,,,,,
Basilique St Remi,Place Lenoncourt,51100,Reims,49.2425145,4.041732,Parking,51 Grand Reims,,,,,,,,,
Hôtel de Police de Reims,rue de Saint-Brice,51100,Reims,49.2557953,4.0212598,Parking,51 Grand Reims,,,,,,,,,
Hôtel Mercure Reims Parc des Expositions,2 Rue Gabriel Voisin,51100,Reims,49.2360846,4.0691759,Parking,51 Grand Reims,,,,,,,,,
Magasin Lidl,41 Route de Witry,51100,Reims,49.2692773,4.0686866,Supermarket,51 Grand Reims,,,,,,,,,
Parc de Champagne,10 avenue du Général Giraud,51100,Reims,49.2406209,4.0548455,Parking,51 Grand Reims,,,,,,,,,
Parking Anquetil,rue Anquetil,51100,Reims,49.265732,4.023422,Parking,51 Grand Reims,18,,,,,,,,
Parking Basilique Saint Remi,place Saint Remi,51100,Reims,49.242634,4.041739,Parking,51 Grand Reims,,,,,,,,,
Parking Bd Wilson,Boulevard Wilson,51100,Reims,49.2429252,4.0164351,Parking,51 Grand Reims,,,,,,,,,
Parking Boulingrin,place Boulingrin,51100,Reims,49.26089,4.0320488,Parking,51 Grand Reims,,,,,,,,,
Parking Campus Université de Reims,rue Pierre Taittinger,51100,Reims,49.2379028,4.0006714,Parking,51 Grand Reims,,,,,,,,,
Parking Centre administratif Gambetta,rue Gambetta,51100,Reims,49.244942,4.040045,Parking,51 Grand Reims,,,,,,,,,
Parking Colasse,rue colasse,51100,Reims,49.241005,4.037661,Parking,51 Grand Reims,,,,,,,,,
Parking de Fermat,place Pierre Fermat,51100,Reims,49.279568,4.019526,Parking,51 Grand Reims,,,,,,,,,
Parking Foch,boulevard Foch,51100,Reims,49.259769,4.028589,Parking,51 Grand Reims,,,,,,,,,
Parking Georges Hébert,rue Raymond Poincaré,51100,Reims,49.282612,4.019191,Parking,51 Grand Reims,,,,,,,,,
Parking Léon Blum,avenue Léon Blum,51100,Reims,49.226643,4.011834,Parking,51 Grand Reims,,,,,,,,,
Parking Léopold Charpentier,rue Léopold Charpentier,51100,Reims,49.275911,4.0190569,Parking,51 Grand Reims,,,,,,,,,
Parking Luton,place Luton,51100,Reims,49.270454,4.025663,Parking,51 Grand Reims,,,,,,,,,
Parking Martin peller,rue martin peller,51100,Reims,49.246384,4.013202,Parking,51 Grand Reims,,,,,,,,,
Parking Nautilud,chaussée Bocquaine,51100,Reims,49.245029,4.027005,Parking,51 Grand Reims,,,,,,,,,
Parking Parc des expositions,rue Gabriel Voisin,51100,Reims,49.234676,4.062593,Parking,51 Grand Reims,,,,,,,,,
Parking Poittevin,rue Hincmar,51100,Reims,49.250255,4.0283592,Parking,51 Grand Reims,,,,,,,,,
Parking relais Belges,avenue de Laon,51100,Reims,49.27571,4.0170853,P+R,51 Grand Reims,,,,,,,,,
Parking relais Hôpital debré,avenue du Général Koenig,51100,Reims,49.225746,4.019744,P+R,51 Grand Reims,,,,,,,,,
Parking relais Neufchâtel,18 Rue Jean XXIII,51100,Reims,49.2850685,4.0281645,P+R,51 Grand Reims,,,,,,,,,
Parking Stade delaune,chaussée Bocquaine,51100,Reims,49.248238,4.022933,Parking,51 Grand Reims,,,,,,,,,
Place Aristide Briand,place Aristide Briand,51100,Reims,49.257332,4.039487,Parking,51 Grand Reims,,,,,,,,,
Place Brouette,Place Brouette,51100,Reims,49.2605275,4.0467826,Parking,51 Grand Reims,,,,,,,,,
Castorama Reims Thillois,140 Rue du Temple de Blosne,51370,Thillois,49.2570889,3.9710773,Supermarket,51 Grand Reims,,,,,,,,,
Parking du Château du Grand Jardin,3 avenue de la Marne,52300,Joinville,48.445792,5.141106,Parking,52 CCBassin-de-Joinville-en-Champagne,,,,,,,,,
Zone d'activité du Rongeant,Rue des Coquelicots,52300,Joinville,48.446940,5.157340,Parking,52 CCBassin-de-Joinville-en-Champagne,,,,,,,,,
Parking Chêne Saint-Amand,Avenue du Chêne Saint-Amand,52100,Saint-Dizier,48.6253027778,4.9669972222,Parking,52 Commune de Saint Dizier,,,,,,,,,
"Parking privé du ""Relais des Nations""",58 Avenue Roger Salengro,52100,Saint-Dizier,48.6401638889,4.9179666667,Parking,52 Commune de Saint Dizier,,,,,,,,,
Parking Stade Charles Jacquin,Rue André Chenier,52100,Saint-Dizier,48.6264861111,4.9478555556,Parking,52 Commune de Saint Dizier,,,,,,,,,
Parking Timbaud,Avenue Jean-Pierre Timbaud,52100,Saint-Dizier,48.6250250000,4.9908250000,Parking,52 Commune de Saint Dizier,,,,,,,,,
Aire de covoiturage La Courtille,Route de Tanis,53300,Ambrières-les-Vallées,48.394798,-0.62222,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Bois de Bergault,D21,53170,Arquenay,47.983694,-0.613925,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage de la Roche - Azé,D22,53200,Azé,47.81842777,-0.67872781,Parking,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage de Terre Rouge - Azé,Rue de Terre Rouge,53200,Azé,47.82971556,-0.68460184,Parking,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Bourgon,Impasse de Bellevue,53410,Bourgon,48.16632737,-1.06801677,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage de La Martinière - Changé,D31,53810,Changé,48.10669944,-0.84443195,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Parking Relais Technopolis,Rue Albert Einstein,53810,Changé,48.08996984,-0.75431018,P+R,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Bois des Mazeries,D20,53200,Chemazé,47.794272,-0.761199,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Contest,D225,53100,Contest,48.264446,-0.654659,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Mairie,Rue de la Mairie,53700,Courcité,48.30686101,-0.24943197,Parking,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Place du 8 Mai,Place du Huit Mai,53400,Craon,47.850119,-0.948708,Parking,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Gesvres,Lotissement du Stade,53370,Gesvres,48.37051001,-0.14595795,Parking,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Stade,Rue du Stade,53250,Javron les Chapelles,48.41797903,-0.33223901,Parking,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage du Bosquet - La Brûlatte,Le Bosquet 2,53410,La Brûlatte,48.09020338,-0.95294805,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage La Gravelle,D57,53410,La Gravelle,48.078969,-1.032356,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Launay Villiers,7-1 Place de l'Église,53410,Launay-Villiers,48.13479832,-1.00601435,Parking,53 CD53 Mayenne,,,,,,,,,
Parking Relais La Jaunaie,Avenue de l'Atlantique,53000,Laval,48.05495254,-0.79010486,P+R,53 CD53 Mayenne,,,,,,,,,
Parking Relais Octroi,Route de Fougères,53000,Laval,48.08076,-0.797469,P+R,53 CD53 Mayenne,,,,,,,,,
Parking Relais Saint Nicolas,25-31 Rue Albert Einstein,53000,Laval,48.05436989,-0.7415266,P+R,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Le Bourgneuf la Foret,20 Rue de Bretagne,53410,Le Bourgneuf-la-Forêt,48.16224418,-0.97165972,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Le Genest Saint Isle,5 Rue de la Gare,53940,Le Genest-Saint-Isle,48.09701086,-0.88558794,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Loiron La Chapelle du Chêne,La Chapelle du Chêne,53320,Loiron-Ruillé,48.07031299,-0.93012044,Parking,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Loiron L'Aulne,L'Aulne,53320,Loiron-Ruillé,48.071601,-0.893408,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage -Stade - Ruillé le Gravelais,D252,53320,Loiron-Ruillé,48.05763595,-0.94679939,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Martigné sur Mayenne,D12,53470,Martigné-sur-Mayenne,48.1964188,-0.6667161,Parking,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Daon,D213,53200,Ménil,47.74804278,-0.64221567,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Place de l'Assemblée,305 Rue de Saint-Cenere,53150,Montsûrs,48.135174,-0.557683,Parking,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Moulay,Moulay,53100,Moulay,48.26495853,-0.63067356,Aire_covoiturage,53 CD53 Mayenne,,,,,,,,,
Aire de covoiturage Neuilly le Vendin,7-5 Rue des Tamaris,53250,Neuilly le Vendin,48.495225,-0.343025,Parking,53 CD53 Mayenne,,,,,,,,,
